user_id,age,tenure_months,archetype,monthly_logins,supercoins_earned,supercoins_redeemed,redemption_category,engagement_score_before,engagement_score_after
874,54,3,Convenience Seeker,17,345.3,230.6,Discount Vouchers,14.26,17.23
875,44,42,Deal Hunter,19,298.9,145.6,Discount Vouchers,13.94,17.54
876,50,27,Deal Hunter,12,293.8,250.7,Discount Vouchers,11.44,14.59
877,21,2,Tech Enthusiast,16,370.8,236.1,Discount Vouchers,14.07,17.14
878,39,16,Deal Hunter,17,346.9,213.2,Discount Vouchers,14.1,17.24
879,19,2,Tech Enthusiast,11,386.5,296.1,Electronics,12.33,13.68
880,27,30,Deal Hunter,23,233.8,191.1,Electronics,15.75,19.53
881,22,20,Tech Enthusiast,17,430.5,187.1,Electronics,14.68,16.63
882,27,38,Tech Enthusiast,17,392.5,322.7,Streaming,15.65,18.5
883,50,28,Convenience Seeker,23,325.2,261.3,Food Delivery,17.36,21.1
884,30,25,Deal Hunter,19,338.5,245.1,Discount Vouchers,15.34,18.59
885,48,32,Deal Hunter,23,336.0,196.9,Electronics,16.83,20.36
886,53,10,Convenience Seeker,17,320.9,157.4,Food Delivery,13.28,16.21
887,41,42,Convenience Seeker,21,269.6,123.1,Food Delivery,14.43,17.23
888,32,40,Deal Hunter,16,366.9,147.0,Electronics,13.14,16.85
889,46,33,Deal Hunter,15,281.0,144.3,Discount Vouchers,11.75,14.75
890,25,13,Convenience Seeker,16,358.8,224.7,Discount Vouchers,13.84,16.17
891,22,41,Convenience Seeker,16,276.5,147.7,Streaming,12.24,14.26
892,46,42,Deal Hunter,13,247.9,141.3,Groceries,10.39,12.99
893,21,47,Deal Hunter,23,328.3,201.8,Discount Vouchers,16.8,20.66
894,29,37,Tech Enthusiast,14,421.2,239.9,Streaming,13.61,15.84
895,19,16,Convenience Seeker,26,267.5,213.6,Food Delivery,17.81,21.55
896,44,45,Wellness Focused,13,42.0,28.2,Fitness,7.2,7.99
897,48,22,Convenience Seeker,23,227.1,93.3,Streaming,14.7,17.1
898,53,20,Deal Hunter,11,237.0,124.4,Discount Vouchers,9.11,11.17
899,53,43,Deal Hunter,20,237.9,188.0,Discount Vouchers,14.26,17.66
900,43,27,Deal Hunter,17,330.0,186.6,Discount Vouchers,13.67,16.18
901,44,41,Tech Enthusiast,13,376.3,341.0,Fitness,13.67,15.7
902,22,16,Wellness Focused,15,158.2,125.3,Fitness,10.34,11.64
903,37,34,Deal Hunter,14,266.3,149.0,Discount Vouchers,11.15,13.65
904,28,32,Tech Enthusiast,20,492.8,337.1,Streaming,18.3,21.38
905,27,26,Deal Hunter,19,322.4,247.3,Groceries,15.2,19.41
906,23,25,Tech Enthusiast,14,318.6,161.3,Streaming,11.8,13.52
907,25,2,Tech Enthusiast,14,448.6,240.2,Fitness,13.89,15.67
908,40,12,Deal Hunter,16,299.4,203.3,Discount Vouchers,13.03,16.55
909,43,40,Deal Hunter,18,391.6,355.9,Discount Vouchers,16.48,19.7
910,29,9,Convenience Seeker,23,259.5,152.9,Food Delivery,15.62,18.78
911,43,12,Wellness Focused,12,138.2,85.9,Streaming,8.24,8.86
912,30,26,Convenience Seeker,14,227.5,114.8,Food Delivery,10.42,12.3
913,35,9,Tech Enthusiast,21,385.9,280.2,Food Delivery,17.16,19.62
914,42,10,Wellness Focused,13,209.4,169.0,Electronics,10.28,11.06
915,50,32,Deal Hunter,18,272.9,175.3,Discount Vouchers,13.48,16.1
916,29,34,Deal Hunter,15,394.6,320.7,Fitness,14.65,19.14
917,53,20,Wellness Focused,14,202.1,114.5,Fitness,10.17,11.0
918,21,39,Deal Hunter,26,333.5,263.1,Groceries,18.97,23.04
919,22,2,Wellness Focused,12,184.4,100.0,Streaming,8.84,10.04
920,54,1,Deal Hunter,11,318.8,264.4,Electronics,11.33,13.84
921,25,36,Deal Hunter,16,243.8,208.9,Electronics,12.53,15.06
922,45,24,Deal Hunter,15,337.6,283.1,Groceries,13.71,16.62
923,48,27,Wellness Focused,6,295.5,153.2,Discount Vouchers,7.49,8.14
924,26,2,Deal Hunter,16,361.5,282.6,Electronics,14.44,17.44
925,46,31,Wellness Focused,17,206.3,143.6,Fitness,12.0,12.9
926,31,14,Convenience Seeker,18,167.9,158.2,Electronics,12.26,14.55
927,39,2,Wellness Focused,20,245.2,146.8,Electronics,13.92,15.72
928,28,29,Convenience Seeker,23,308.2,254.0,Discount Vouchers,17.12,21.61
929,40,15,Deal Hunter,17,390.0,235.4,Electronics,14.75,18.78
930,18,12,Wellness Focused,12,125.8,77.8,Discount Vouchers,8.04,8.79
931,54,37,Deal Hunter,20,296.0,136.5,Streaming,14.32,17.15
932,38,28,Convenience Seeker,24,170.9,90.9,Food Delivery,14.62,17.85
933,43,20,Deal Hunter,17,225.8,110.7,Groceries,11.86,14.34
934,53,39,Wellness Focused,10,145.4,70.9,Electronics,7.16,7.8
935,40,24,Tech Enthusiast,14,438.1,177.4,Electronics,13.16,15.51
936,18,21,Convenience Seeker,19,235.0,196.6,Groceries,13.82,17.29
937,32,10,Convenience Seeker,23,219.9,144.5,Discount Vouchers,15.14,18.25
938,38,46,Wellness Focused,10,200.4,168.8,Fitness,8.69,9.88
939,26,14,Deal Hunter,16,125.5,92.5,Discount Vouchers,10.18,12.99
940,26,37,Tech Enthusiast,17,377.5,323.6,Discount Vouchers,15.51,17.83
941,27,18,Deal Hunter,15,340.3,230.4,Discount Vouchers,13.21,16.27
942,43,24,Tech Enthusiast,10,385.8,174.3,Electronics,10.6,11.8
943,52,14,Wellness Focused,12,258.0,190.7,Groceries,10.49,11.55
944,42,34,Wellness Focused,10,140.3,108.4,Groceries,7.49,7.95
945,43,12,Wellness Focused,8,144.5,107.6,Fitness,6.52,7.08
946,28,22,Convenience Seeker,15,200.8,168.9,Groceries,11.2,13.64
947,19,6,Convenience Seeker,15,214.5,172.1,Groceries,11.37,13.43
948,24,36,Deal Hunter,11,336.6,214.7,Discount Vouchers,11.01,14.16
949,35,45,Wellness Focused,6,228.5,194.3,Groceries,7.23,8.01
950,44,36,Wellness Focused,14,309.3,241.4,Groceries,12.51,14.05
951,51,22,Tech Enthusiast,17,444.6,207.3,Electronics,15.02,16.88
952,44,14,Convenience Seeker,22,189.3,131.9,Streaming,14.21,17.32
953,34,16,Deal Hunter,11,394.5,315.9,Groceries,12.6,15.2
954,41,36,Deal Hunter,18,349.2,246.0,Discount Vouchers,14.95,18.73
955,42,25,Wellness Focused,12,181.7,167.5,Fitness,9.49,10.59
956,24,32,Deal Hunter,22,384.0,175.1,Groceries,16.59,21.21
957,23,33,Deal Hunter,18,462.1,368.4,Discount Vouchers,17.3,20.41
958,41,45,Tech Enthusiast,14,398.7,340.2,Electronics,14.39,15.97
959,50,36,Convenience Seeker,20,210.0,165.2,Food Delivery,13.75,15.77
960,46,20,Convenience Seeker,23,339.6,207.9,Discount Vouchers,16.98,19.95
961,39,18,Deal Hunter,22,479.4,293.4,Discount Vouchers,18.73,23.17
962,43,38,Wellness Focused,8,188.7,136.4,Discount Vouchers,7.25,8.1
963,45,3,Deal Hunter,21,321.9,199.0,Groceries,15.71,20.54
964,38,23,Wellness Focused,16,190.3,168.6,Streaming,11.59,13.22
965,24,32,Deal Hunter,20,347.0,159.8,Electronics,15.07,18.47
966,34,45,Tech Enthusiast,18,325.5,244.6,Streaming,14.7,16.93
967,37,16,Convenience Seeker,15,278.4,131.9,Groceries,11.6,14.35
968,37,5,Convenience Seeker,22,276.4,192.7,Discount Vouchers,15.69,18.78
969,39,4,Wellness Focused,6,193.0,153.1,Fitness,6.46,7.09
970,45,21,Wellness Focused,10,190.0,93.3,Groceries,7.83,8.56
971,24,40,Deal Hunter,15,325.8,256.5,Streaming,13.32,16.71
972,18,14,Wellness Focused,8,53.9,25.7,Groceries,4.8,5.34
973,49,39,Deal Hunter,23,276.7,205.1,Discount Vouchers,16.32,20.31
974,30,31,Tech Enthusiast,18,461.4,312.8,Electronics,16.74,19.79
975,47,14,Tech Enthusiast,10,475.4,268.1,Streaming,12.44,14.43
976,40,6,Deal Hunter,14,294.6,135.9,Discount Vouchers,11.3,13.46
977,36,12,Tech Enthusiast,8,352.6,283.8,Fitness,10.36,11.15
978,49,16,Convenience Seeker,28,303.0,184.8,Discount Vouchers,18.88,22.89
979,47,17,Deal Hunter,10,336.4,150.6,Discount Vouchers,9.87,12.21
980,46,45,Tech Enthusiast,22,402.7,332.2,Electronics,18.35,19.77
981,46,23,Wellness Focused,9,231.7,122.4,Fitness,8.04,8.39
982,47,14,Convenience Seeker,21,189.3,152.4,Food Delivery,13.92,16.6
983,33,7,Convenience Seeker,31,329.7,234.3,Streaming,21.14,25.53
984,36,46,Deal Hunter,23,229.9,116.5,Streaming,14.96,18.68
985,35,32,Tech Enthusiast,15,360.5,159.3,Fitness,12.7,14.12
986,18,15,Deal Hunter,19,257.5,187.1,Electronics,13.95,17.06
987,31,44,Deal Hunter,16,285.1,118.0,Groceries,12.03,14.74
988,19,17,Convenience Seeker,24,278.4,121.4,Electronics,16.0,19.44
989,45,41,Convenience Seeker,17,300.7,236.4,Electronics,13.87,16.01
990,47,47,Convenience Seeker,16,255.1,177.7,Streaming,12.33,14.8
991,21,44,Deal Hunter,24,243.3,141.0,Streaming,15.84,20.13
992,18,34,Deal Hunter,16,200.0,139.3,Electronics,11.39,14.0
993,25,5,Deal Hunter,19,370.8,269.0,Discount Vouchers,15.9,19.79
994,46,45,Tech Enthusiast,11,453.4,322.3,Streaming,13.26,15.15
995,20,27,Deal Hunter,19,384.3,289.5,Groceries,16.24,19.82
996,49,23,Wellness Focused,7,172.1,157.8,Groceries,6.8,7.46
997,27,40,Wellness Focused,8,220.1,135.1,Discount Vouchers,7.55,8.01
998,27,14,Tech Enthusiast,12,371.6,210.2,Food Delivery,11.82,13.53
999,36,15,Tech Enthusiast,6,438.8,184.8,Streaming,9.24,10.49
1000,51,43,Deal Hunter,22,291.2,140.0,Discount Vouchers,15.31,19.52
1001,50,33,Deal Hunter,18,271.1,124.3,Discount Vouchers,12.95,16.4
1002,40,31,Convenience Seeker,23,273.9,160.1,Food Delivery,15.84,19.57
1003,45,35,Deal Hunter,16,330.8,243.3,Discount Vouchers,13.74,17.54
1004,49,17,Wellness Focused,11,234.7,99.9,Groceries,8.85,9.54
1005,24,28,Wellness Focused,5,102.9,82.4,Fitness,4.35,4.85
1006,46,19,Tech Enthusiast,16,465.6,288.0,Electronics,15.54,17.87
1007,25,46,Deal Hunter,18,327.8,304.8,Groceries,15.33,18.72
1008,18,23,Tech Enthusiast,10,474.1,337.8,Discount Vouchers,13.12,15.31
1009,20,32,Deal Hunter,16,383.5,316.1,Discount Vouchers,15.0,18.55
1010,41,40,Convenience Seeker,20,114.0,99.6,Streaming,12.14,14.8
1011,40,13,Convenience Seeker,31,322.9,287.0,Food Delivery,21.6,26.64
1012,25,20,Wellness Focused,6,245.6,168.3,Fitness,7.14,7.95
1013,54,35,Convenience Seeker,26,184.5,114.1,Discount Vouchers,15.99,20.06
1014,20,5,Tech Enthusiast,15,316.3,224.0,Fitness,12.9,15.51
1015,50,9,Tech Enthusiast,9,456.5,283.5,Streaming,11.9,13.45
1016,45,29,Tech Enthusiast,19,416.8,221.9,Discount Vouchers,15.89,18.41
1017,25,6,Deal Hunter,20,281.5,162.7,Streaming,14.44,18.93
1018,51,25,Tech Enthusiast,15,496.3,262.1,Discount Vouchers,15.08,16.76
1019,52,31,Wellness Focused,14,198.2,108.6,Fitness,10.07,10.23
1020,49,22,Deal Hunter,18,194.8,88.0,Electronics,11.83,15.01
1021,41,2,Deal Hunter,15,258.9,164.3,Fitness,11.73,14.41
1022,31,45,Deal Hunter,13,382.5,202.5,Electronics,12.35,14.87
1023,49,5,Deal Hunter,19,322.1,208.3,Streaming,14.8,18.04
1024,33,27,Convenience Seeker,27,216.8,181.2,Discount Vouchers,17.48,20.16
1025,21,25,Tech Enthusiast,11,437.1,282.6,Electronics,12.7,15.0
1026,54,8,Convenience Seeker,25,223.5,206.8,Groceries,16.8,20.89
1027,38,1,Convenience Seeker,17,185.2,89.1,Discount Vouchers,11.24,13.41
1028,31,20,Tech Enthusiast,10,471.0,408.7,Food Delivery,13.8,15.53
1029,48,44,Deal Hunter,17,390.1,209.3,Fitness,14.49,18.05
1030,35,23,Tech Enthusiast,17,438.9,401.0,Food Delivery,16.9,19.94
1031,24,32,Convenience Seeker,25,167.9,88.1,Electronics,15.06,17.59
1032,27,11,Convenience Seeker,23,371.0,300.8,Food Delivery,18.22,21.77
1033,24,39,Deal Hunter,14,429.0,186.2,Streaming,13.15,16.8
1034,50,47,Convenience Seeker,19,336.4,251.1,Food Delivery,15.38,18.3
1035,40,24,Deal Hunter,16,338.2,176.0,Discount Vouchers,13.14,15.96
1036,38,11,Wellness Focused,11,185.5,142.5,Groceries,8.78,9.7
1037,36,29,Deal Hunter,21,346.2,259.6,Groceries,16.56,19.65
1038,36,26,Tech Enthusiast,10,341.5,310.1,Fitness,11.52,13.15
1039,53,16,Convenience Seeker,29,227.3,169.3,Discount Vouchers,18.47,22.02
1040,46,35,Deal Hunter,18,284.8,177.9,Fitness,13.63,17.16
1041,35,20,Wellness Focused,13,216.4,109.6,Fitness,9.76,10.53
1042,19,46,Deal Hunter,17,334.8,255.0,Streaming,14.4,18.05
1043,18,3,Wellness Focused,8,122.5,56.8,Streaming,5.79,6.41
1044,22,1,Tech Enthusiast,16,314.4,269.1,Discount Vouchers,13.84,15.15
1045,37,47,Wellness Focused,10,201.3,107.9,Fitness,8.09,8.67
1046,28,1,Deal Hunter,13,256.2,176.3,Electronics,10.82,13.82
1047,19,17,Convenience Seeker,23,184.7,134.4,Discount Vouchers,14.69,18.05
1048,20,2,Wellness Focused,19,305.8,183.3,Streaming,14.39,15.08
1049,40,29,Tech Enthusiast,16,548.6,419.7,Streaming,17.68,19.75
1050,29,20,Deal Hunter,19,293.1,157.6,Discount Vouchers,14.01,17.51
1051,37,6,Convenience Seeker,21,150.6,63.1,Food Delivery,12.64,15.37
1052,22,8,Convenience Seeker,16,332.7,308.6,Food Delivery,14.41,17.41
1053,54,29,Deal Hunter,18,340.2,195.9,Fitness,14.36,17.97
1054,47,33,Deal Hunter,22,366.2,290.2,Groceries,17.56,21.58
1055,26,3,Convenience Seeker,16,221.9,150.7,Streaming,11.73,14.14
1056,51,35,Tech Enthusiast,13,347.7,267.0,Streaming,12.65,13.92
1057,52,5,Tech Enthusiast,12,395.6,182.4,Fitness,11.78,13.18
1058,39,27,Wellness Focused,15,190.5,130.5,Fitness,10.71,11.11
1059,41,44,Convenience Seeker,28,216.1,133.1,Food Delivery,17.49,20.43
1060,34,12,Deal Hunter,21,397.8,258.0,Electronics,17.06,20.7
1061,27,20,Tech Enthusiast,19,305.8,284.8,Discount Vouchers,15.41,17.03
1062,47,45,Tech Enthusiast,15,434.6,206.4,Streaming,13.91,16.02
1063,40,20,Tech Enthusiast,21,417.6,340.4,Electronics,18.08,19.58
1064,49,9,Wellness Focused,10,253.1,147.2,Fitness,9.0,9.73
1065,34,39,Deal Hunter,18,262.4,146.9,Groceries,13.09,16.48
1066,34,4,Tech Enthusiast,8,452.3,248.3,Discount Vouchers,11.01,12.0
1067,31,19,Convenience Seeker,14,288.6,170.8,Discount Vouchers,11.59,14.35
1068,26,38,Deal Hunter,13,334.6,199.6,Groceries,11.84,14.75
1069,19,27,Wellness Focused,13,126.8,69.6,Groceries,8.46,9.48
1070,42,45,Deal Hunter,21,273.6,209.9,Discount Vouchers,15.34,18.59
1071,26,43,Deal Hunter,17,302.2,128.8,Electronics,12.81,15.59
1072,39,13,Convenience Seeker,28,229.8,133.9,Groceries,17.64,21.09
1073,21,13,Convenience Seeker,20,335.6,186.0,Food Delivery,15.22,18.63
1074,43,22,Tech Enthusiast,19,418.1,340.1,Electronics,17.08,19.7
1075,46,28,Deal Hunter,20,367.7,176.7,Discount Vouchers,15.44,19.33
1076,51,47,Deal Hunter,19,232.9,213.7,Fitness,13.97,17.23
1077,40,45,Deal Hunter,17,209.5,103.4,Groceries,11.63,14.15
1078,54,22,Deal Hunter,16,309.3,186.7,Groceries,12.96,16.48
1079,28,43,Deal Hunter,27,243.3,124.0,Groceries,17.17,21.11
1080,23,19,Wellness Focused,13,182.4,101.7,Electronics,9.34,9.84
1081,35,8,Convenience Seeker,30,209.4,171.4,Groceries,18.81,22.03
1082,38,8,Wellness Focused,13,198.4,131.3,Fitness,9.8,10.57
1083,53,42,Tech Enthusiast,13,363.0,177.7,Streaming,11.91,13.34
1084,51,26,Wellness Focused,12,213.7,90.9,Streaming,9.05,9.94
1085,34,26,Deal Hunter,15,267.1,140.6,Groceries,11.58,13.88
1086,54,23,Deal Hunter,19,208.1,191.5,Discount Vouchers,13.5,16.54
1087,42,43,Tech Enthusiast,15,461.2,398.9,Fitness,16.1,18.02
1088,29,13,Convenience Seeker,25,213.9,137.3,Electronics,16.01,19.12
1089,40,28,Tech Enthusiast,17,492.4,327.5,Fitness,16.7,18.48
1090,39,9,Tech Enthusiast,17,371.5,332.4,Electronics,15.54,18.71
1091,38,20,Tech Enthusiast,11,360.6,261.6,Electronics,11.72,13.12
1092,44,19,Tech Enthusiast,13,393.0,347.5,Streaming,13.9,15.46
1093,48,39,Convenience Seeker,15,226.4,151.8,Streaming,11.28,13.16
1094,23,12,Deal Hunter,21,327.6,167.1,Electronics,15.45,19.51
1095,44,15,Tech Enthusiast,15,434.2,347.0,Food Delivery,15.31,16.45
1096,51,31,Convenience Seeker,39,293.3,202.2,Electronics,24.46,28.05
1097,29,14,Deal Hunter,13,314.9,241.7,Electronics,12.07,14.95
1098,24,11,Wellness Focused,7,90.0,43.8,Fitness,4.84,5.39
1099,27,26,Convenience Seeker,16,363.4,274.8,Food Delivery,14.38,17.22
1100,34,42,Tech Enthusiast,18,387.8,236.7,Electronics,15.24,18.15
1101,43,27,Wellness Focused,13,154.7,90.1,Fitness,8.95,9.71
1102,38,11,Deal Hunter,13,314.7,242.1,Discount Vouchers,12.07,14.86
1103,45,38,Tech Enthusiast,14,394.3,286.2,Discount Vouchers,13.8,15.58
1104,19,34,Tech Enthusiast,8,305.1,230.9,Electronics,9.36,10.59
1105,18,43,Wellness Focused,17,214.5,199.7,Streaming,12.64,13.86
1106,53,19,Deal Hunter,15,270.8,212.7,Streaming,12.34,15.24
1107,43,6,Convenience Seeker,23,240.6,181.0,Food Delivery,15.72,18.25
1108,46,46,Wellness Focused,19,285.6,210.6,Fitness,14.46,16.2
1109,38,38,Deal Hunter,18,376.7,233.3,Discount Vouchers,15.1,19.17
1110,28,42,Deal Hunter,19,416.7,359.0,Discount Vouchers,17.26,21.16
1111,28,28,Wellness Focused,16,139.4,85.0,Groceries,10.24,11.25
1112,53,1,Convenience Seeker,18,303.8,238.5,Groceries,14.42,17.98
1113,52,35,Convenience Seeker,27,284.2,159.5,Discount Vouchers,17.94,21.12
1114,51,40,Deal Hunter,14,316.7,152.4,Discount Vouchers,11.69,14.57
1115,41,8,Convenience Seeker,21,215.0,101.3,Discount Vouchers,13.66,16.43
1116,39,47,Wellness Focused,10,245.1,183.6,Groceries,9.29,10.67
1117,22,7,Deal Hunter,29,289.2,167.8,Discount Vouchers,19.07,24.71
1118,50,11,Deal Hunter,14,328.2,180.9,Discount Vouchers,12.09,15.28
1119,53,39,Wellness Focused,13,234.8,170.4,Discount Vouchers,10.55,12.73
1120,37,4,Tech Enthusiast,12,351.4,145.5,Electronics,10.97,12.41
1121,36,25,Wellness Focused,7,114.7,61.4,Discount Vouchers,5.26,5.08
1122,52,12,Deal Hunter,15,471.0,276.6,Discount Vouchers,14.98,18.35
1123,34,26,Deal Hunter,15,268.4,211.9,Discount Vouchers,12.3,15.09
1124,51,38,Tech Enthusiast,12,507.0,354.8,Streaming,14.62,17.2
1125,26,46,Deal Hunter,16,316.8,275.9,Streaming,13.93,17.2
1126,43,12,Wellness Focused,11,154.4,90.2,Discount Vouchers,7.95,9.06
1127,19,43,Convenience Seeker,20,240.4,135.4,Food Delivery,13.76,16.84
1128,26,37,Deal Hunter,25,316.3,132.3,Streaming,16.99,21.22
1129,26,46,Tech Enthusiast,19,490.3,452.7,Streaming,18.93,21.62
1130,34,24,Wellness Focused,14,225.4,152.3,Fitness,10.78,11.95
1131,18,16,Wellness Focused,18,167.3,113.2,Fitness,11.8,13.38
1132,42,13,Deal Hunter,16,208.1,188.9,Groceries,11.97,14.75
1133,42,25,Deal Hunter,16,321.2,179.7,Groceries,13.01,15.98
1134,52,4,Convenience Seeker,20,268.0,156.1,Food Delivery,14.24,17.26
1135,20,11,Convenience Seeker,23,335.5,255.3,Electronics,17.41,20.99
1136,54,32,Deal Hunter,13,231.8,192.8,Electronics,10.75,13.26
1137,47,7,Deal Hunter,14,290.4,227.8,Streaming,12.18,15.9
1138,51,46,Deal Hunter,11,288.5,240.5,Groceries,10.79,13.61
1139,29,11,Tech Enthusiast,15,406.6,291.3,Discount Vouchers,14.48,16.12
1140,36,28,Wellness Focused,12,185.5,162.2,Fitness,9.48,10.6
1141,54,41,Tech Enthusiast,23,436.3,306.5,Discount Vouchers,18.93,20.86
1142,34,23,Deal Hunter,15,206.3,108.5,Fitness,10.65,12.84
1143,27,45,Tech Enthusiast,12,420.4,293.4,Streaming,13.14,15.16
1144,29,23,Deal Hunter,14,334.7,265.2,Discount Vouchers,13.0,15.79
1145,33,28,Convenience Seeker,29,264.5,200.9,Food Delivery,19.15,23.0
1146,41,43,Tech Enthusiast,19,399.3,213.1,Fitness,15.62,17.16
1147,36,47,Deal Hunter,19,114.8,48.5,Discount Vouchers,11.13,13.7
1148,25,26,Convenience Seeker,16,294.1,158.5,Streaming,12.53,14.87
1149,48,25,Deal Hunter,9,261.6,246.2,Groceries,9.58,11.85
1150,38,29,Deal Hunter,17,356.8,178.9,Groceries,13.86,18.15
1151,34,19,Wellness Focused,15,255.0,167.1,Streaming,11.72,13.34
1152,40,33,Wellness Focused,13,79.4,59.7,Fitness,7.89,8.65
1153,54,36,Wellness Focused,19,215.0,190.0,Groceries,13.55,14.82
1154,33,14,Convenience Seeker,11,185.9,152.1,Food Delivery,8.88,10.47
1155,23,14,Wellness Focused,6,177.5,159.7,Streaming,6.37,6.81
1156,25,35,Deal Hunter,21,312.4,228.8,Discount Vouchers,15.91,19.66
1157,42,30,Deal Hunter,14,365.4,320.1,Discount Vouchers,13.86,17.74
1158,35,28,Tech Enthusiast,10,446.5,243.4,Food Delivery,11.9,12.32
1159,42,17,Deal Hunter,25,335.7,213.8,Groceries,18.0,22.87
1160,29,3,Wellness Focused,10,81.4,70.3,Fitness,6.52,7.4
1161,32,16,Deal Hunter,23,169.1,97.9,Groceries,14.17,16.66
1162,43,46,Wellness Focused,11,234.7,206.4,Groceries,9.91,10.91
1163,43,30,Wellness Focused,14,224.8,134.8,Groceries,10.6,11.52
1164,49,29,Deal Hunter,16,260.2,156.1,Streaming,12.16,15.02
1165,27,45,Deal Hunter,14,340.8,194.3,Electronics,12.35,15.39
1166,33,15,Wellness Focused,12,167.4,117.3,Fitness,8.85,9.82
1167,24,46,Convenience Seeker,33,325.2,153.2,Discount Vouchers,21.28,24.66
1168,34,25,Deal Hunter,18,325.0,136.5,Discount Vouchers,13.62,17.55
1169,40,38,Wellness Focused,8,234.0,209.1,Fitness,8.43,9.15
1170,43,42,Deal Hunter,22,283.2,258.0,Streaming,16.41,21.64
1171,38,47,Tech Enthusiast,14,427.1,188.7,Streaming,13.16,14.5
1172,39,38,Convenience Seeker,15,235.2,165.2,Streaming,11.5,13.44
1173,24,23,Deal Hunter,18,282.9,197.1,Discount Vouchers,13.8,17.25
1174,31,25,Wellness Focused,13,40.2,24.3,Fitness,7.14,8.05
1175,32,42,Convenience Seeker,19,315.4,224.9,Food Delivery,14.9,18.45
1176,24,7,Deal Hunter,14,425.0,277.1,Discount Vouchers,14.02,16.97
1177,26,22,Convenience Seeker,27,176.7,118.3,Groceries,16.45,19.58
1178,25,17,Deal Hunter,25,361.6,294.9,Groceries,19.06,24.7
1179,40,18,Deal Hunter,19,359.1,247.5,Groceries,15.57,19.13
1180,46,41,Deal Hunter,20,289.1,167.1,Groceries,14.56,18.44
1181,35,10,Convenience Seeker,25,215.8,155.3,Groceries,16.21,18.53
1182,48,10,Deal Hunter,15,390.8,294.1,Streaming,14.35,17.1
1183,47,7,Wellness Focused,13,244.5,186.9,Groceries,10.81,12.2
1184,52,38,Wellness Focused,21,207.1,153.3,Discount Vouchers,14.1,15.45
1185,35,27,Convenience Seeker,20,228.8,175.2,Discount Vouchers,14.04,17.17
1186,34,33,Wellness Focused,10,245.4,140.0,Streaming,8.85,9.57
1187,31,1,Tech Enthusiast,14,359.8,232.2,Food Delivery,12.92,13.96
1188,48,44,Convenience Seeker,19,345.2,265.1,Food Delivery,15.6,18.76
1189,41,34,Wellness Focused,11,277.9,226.5,Groceries,10.54,11.15
1190,52,4,Deal Hunter,11,390.9,249.7,Fitness,11.91,14.81
1191,51,17,Tech Enthusiast,26,430.6,258.7,Streaming,19.89,21.9
1192,20,4,Deal Hunter,21,167.2,132.7,Streaming,13.5,17.0
1193,54,43,Deal Hunter,19,308.9,161.3,Discount Vouchers,14.2,17.49
1194,43,26,Wellness Focused,10,285.9,115.8,Groceries,9.02,9.84
1195,40,4,Deal Hunter,14,376.2,248.0,Streaming,13.24,16.55
1196,32,1,Deal Hunter,14,346.1,171.5,Groceries,12.18,15.44
1197,21,7,Convenience Seeker,29,219.1,133.3,Discount Vouchers,18.02,21.72
1198,46,30,Convenience Seeker,18,321.5,180.1,Food Delivery,14.02,17.57
1199,39,9,Wellness Focused,13,85.6,70.9,Fitness,8.06,9.29
1200,42,35,Tech Enthusiast,15,399.7,232.8,Streaming,13.82,15.33
1201,30,8,Deal Hunter,21,424.4,319.3,Streaming,17.94,21.64
1202,35,24,Deal Hunter,14,271.7,209.4,Fitness,11.81,14.21
1203,50,19,Wellness Focused,17,216.6,141.0,Streaming,12.08,13.94
1204,33,36,Deal Hunter,16,214.6,95.4,Streaming,11.1,13.36
1205,19,43,Wellness Focused,13,140.9,110.6,Streaming,9.02,9.82
1206,52,27,Deal Hunter,15,330.8,146.0,Electronics,12.27,15.22
1207,51,32,Convenience Seeker,23,281.2,127.8,Groceries,15.59,19.54
1208,47,14,Convenience Seeker,25,384.0,195.0,Discount Vouchers,18.29,21.23
1209,30,18,Convenience Seeker,21,229.8,127.3,Discount Vouchers,14.07,17.34
1210,30,28,Convenience Seeker,19,295.7,255.9,Food Delivery,15.02,18.03
1211,35,29,Convenience Seeker,22,294.0,226.7,Streaming,16.21,19.39
1212,49,16,Deal Hunter,16,284.7,174.5,Discount Vouchers,12.59,15.6
1213,49,35,Deal Hunter,16,377.4,354.1,Discount Vouchers,15.32,18.67
1214,52,47,Deal Hunter,20,360.1,192.3,Groceries,15.52,19.05
1215,46,31,Convenience Seeker,19,243.6,179.1,Electronics,13.73,16.18
1216,46,4,Convenience Seeker,21,271.7,235.3,Groceries,15.57,18.07
1217,33,37,Convenience Seeker,16,202.4,170.3,Food Delivery,11.73,13.66
1218,27,17,Deal Hunter,17,266.9,120.0,Electronics,12.37,15.78
1219,47,39,Wellness Focused,8,178.7,140.0,Electronics,7.19,7.83
1220,42,46,Tech Enthusiast,12,454.8,246.4,Streaming,13.01,14.96
1221,37,26,Deal Hunter,14,300.0,178.7,Groceries,11.79,14.56
1222,22,39,Deal Hunter,12,283.0,189.3,Groceries,10.72,13.23
1223,18,41,Deal Hunter,19,306.2,255.6,Discount Vouchers,15.12,18.71
1224,47,4,Wellness Focused,17,229.7,112.9,Discount Vouchers,11.93,13.38
1225,20,30,Convenience Seeker,20,178.9,82.2,Groceries,12.61,14.87
1226,31,30,Deal Hunter,17,371.7,180.0,Electronics,14.02,17.32
